These are the citation-ids missing links in the 5.0 file, with the line of text they're on, for context in joining up manually.

id	text
ho-expl-memo-2025	**Intent (plain language):** Ban an organisation the government describes as encouraging or being involved in terrorism, after a series of high‑damage actions culminating in the RAF Brize Norton breach. Make support, membership or promotion of the group a criminal offence. [^si-2025-803][^ho-expl-memo-2025]
ho-funding-note-2025	**Costs & funding:** Within existing HO operations; some accommodation and casework costs for legal route entrants. [^ho-funding-note-2025]
ho-operating-model-2024	**Mechanism(s):** Hiring surge; simplified questionnaires for well‑founded nationalities; triage; extra interview capacity (evenings/weekends). [^ho-operating-model-2024]
ho-rules-2025	**Mechanism(s):** Fee uprating decisions; immigration rule changes (e.g., dependants, course types); guidance to the sector. [^ho-rules-2025]
ho-settlement-2024	**Costs & funding:** Command staffed largely from existing agencies; sanctions administration funded from HO baseline. [^ho-settlement-2024]
ho-sr-2024	**Costs & funding:** Recruitment and overtime funded within Home Office settlement; tribunal funding pressures remain. [^ho-sr-2024]
homeoffice-bill-2025	**Intent (plain language):** Update police powers and duties to respond to serious violence, organised crime and large protests while protecting lawful free expression. [^homeoffice-bill-2025]
homeoffice-ethics-2025	**Distributional effects:** Focuses enforcement on organised criminals, not genuine refugees; minimal direct impact on communities except for fewer criminal operations in coastal areas. [^homeoffice-ethics-2025]
homeoffice-ia-2025	**Costs & funding:** Training and guidance refresh; command and control system upgrades. [^homeoffice-ia-2025]
homeoffice-ops-2025	**Mechanism(s):** Mutual aid deployments; evidence‑led arrests; use of public order powers; community engagement to calm tensions; post‑incident support. [^homeoffice-ops-2025]
homeoffice-outcomes-2025	- [impact-likely] [area: policing] [horizon: medium] Charge rates to rise with digital evidence tools and specialist teams. [^homeoffice-outcomes-2025]
homeoffice-workforce-2025	**Intent (plain language):** Recruit around 13,000 additional officers and community support staff, and improve charge rates through better deployment and technology. (NPCC is the National Police Chiefs’ Council.) [^homeoffice-workforce-2025]
hotel-usage-2025	- [impact-likely] [area: migration] [horizon: short] Fewer people in hotels as cases move to a decision. [^hotel-usage-2025]
ico-complaints-2025	- [unknown] Longer‑term effects on user experience and complaint volumes. [^ico-complaints-2025]
iea-wind-2025	- [unknown] Global turbine pricing/financing costs could affect delivery schedules. [^iea-wind-2025]
ifa-policy-2025	- [unknown] Interaction with league self-regulation and European competition rules. [^ifa-policy-2025]




impact-assess-2025	**Costs & funding:** Setup and oversight costs for government and regulators; compliance costs for firms; expected net savings for households/SMEs from easier switching and lower fraud. [^impact-assess-2025]
impact-note-2025	**Costs & funding:** Marginal legislative and system change costs; savings if hotel use falls and cases close sooner. [^impact-note-2025]
inspect-tool-2025; ^aisi-mou-2025	**Mechanism(s):** Government institute with an expert team that runs standard evaluations, “red team” tests under non-disclosure agreements with labs, and open-sources its testing toolkit (e.g., “Inspect”) so others can replicate checks. Partnerships with peer bodies in the US, EU and Canada. [^inspect-tool-2025; ^aisi-mou-2025]
integration-outcomes-2025	**Distributional effects:** Helps the most vulnerable and those with family links; requires local housing and school places. [^integration-outcomes-2025]
isc-tracker-2025	[^isc-tracker-2025]: Placeholder: Independent Schools Council tracker — to be added.
jr-trends-2025	**Risks & constraints:** [risk: legal] judicial review and country‑of‑origin barriers; [risk: delivery] escorts, detention space; [risk: political] high‑profile cases. [^jr-trends-2025]
jrf-child-2025	**Distributional effects:** Strongest gains for low‑income families and high‑deprivation schools. [^jrf-child-2025]
jrf-childcare-2025	**Distributional effects:** Strongest benefits for working parents of under‑threes; risks of “childcare deserts” where supply lags. [^jrf-childcare-2025]
judicial-notes-2025	- [unknown] Court interpretation of revised timelines and protections. [^judicial-notes-2025]
kingsfund-retention-2025	- [unknown] Retention gains depend on workload, wellbeing and management culture. [^kingsfund-retention-2025]
la-grants-2025	**Costs & funding:** Funded places within HO/FCDO budgets; local authority grants for housing and integration. [^la-grants-2025]
laa-estate-2025	**Distributional effects:** Rooftop savings for public estate; rural land use shifts. [^laa-estate-2025]
lccc-2025	**Costs & funding:** LCCC levy-funded; consumer impact net-benefit expected versus wholesale. [^lccc-2025]
lga-2025	- [unknown] Whether fee income fully covers pay/retention needs. [^lga-2025]
lga-skills-2025	- [impact-likely] [area: economy] [horizon: medium] Better match reduces vacancies and raises progression. [^lga-skills-2025]
lpc-report-2025	- [impact-proven] [area: labour-market] [horizon: short] Low‑paid workers see immediate pay rises. [^lpc-report-2025]
ltp-guidance-2025	**Mechanism(s):** Use existing franchising powers to let local authorities plan routes and timetables; integrate fares and ticketing across modes; invest through long‑term city‑region transport settlements. [^ltp-guidance-2025]
mayor-skills-2025	- [impact-proven] [area: skills] [horizon: short] Early compacts redirected funding into high‑demand roles (e.g., green construction, health support) and expanded local apprenticeship cohorts. [^mayor-skills-2025]
media-gifts-2025	- [impact-proven] Media documented six‑figure hospitality and gifts to senior figures; subsequent steps to stop certain benefits and tighten processes. [^media-gifts-2025]
met-office-rainfall-2025	- [unknown] Extreme rainfall events could mask progress year-to-year; long time-series needed. [^met-office-rainfall-2025]
met-protest-2025	**Mechanism(s):** Pre‑event engagement, dynamic risk assessments, targeted arrests for serious offences, specialist teams for critical infrastructure protection, clear conditions under public order law. [^met-protest-2025]
met-stats-2025	- [impact-proven] [area: policing] [horizon: short] Majority of events pass without serious harm; small number of high‑impact incidents addressed. [^met-stats-2025]
migration-observatory-2025	- [unknown] Scale‑up feasibility and deterrent effect at current arrival volumes. [^migration-observatory-2025]
mod-annc-2025	- [impact-proven] [area: defence] [horizon: short] Extra funding for GCAP and additional Type 26 frigates; SSN‑AUKUS design phase funded. [^mod-annc-2025]
mod-budget-2025	**Intent:** Lift the UK’s defence budget to 2.5% of national income by 2027 to rebuild military capability and meet alliance expectations. [^mod-budget-2025]
mod-manpower-2025	- [impact-proven] [area: defence] [horizon: short] Halt to planned Army manpower reductions; recruitment incentives introduced. [^mod-manpower-2025]
mod-people-2025	**Mechanism(s):** Pay and bonuses for critical trades; streamlined recruiting; modernised accommodation programme; expanded training days. [^mod-people-2025]
mod-proc-2025	**Intent:** Speed up buying, expand UK production, and anchor key programmes: next‑gen fighter (Global Combat Air Programme), new submarines (AUKUS design), more frigates, drones and air defence. [^mod-proc-2025]
mod-ukr-2025	- [impact-likely] [area: defence] [horizon: medium] Shift from stock draw‑downs to new production orders. [^mod-ukr-2025]
moj-capacity-2025	**Intent (plain language):** Manage acute prison overcrowding safely while maintaining public protection. Prioritise space for the most dangerous offenders and supervise lower‑risk people in the community. [^moj-capacity-2025]
moj-capacity-2025; ^hmpps-guidance-2025	**Mechanism(s):** Time‑limited early release thresholds (risk‑based eligibility); exclusions for serious/sexual/violent offenders; enhanced probation monitoring; estate repairs to bring cells back online. [^moj-capacity-2025; ^hmpps-guidance-2025]
moj-courts-data-2025	- [impact-proven] [area: justice] [horizon: short] Court backlogs remain high; digital tools speed some case types. [^moj-courts-data-2025]
moj-ia-2025	**Costs & funding:** Savings from reduced prison days; higher probation and electronic monitoring costs; short‑run maintenance spend. [^moj-ia-2025]
moj-minister-2024	**Intent (plain language):** Shift prisons from warehousing towards rehabilitation and safer regimes, backed by a dedicated prisons brief and employer partnerships for jobs on release. [^moj-minister-2024]
moj-reform-2025	**Mechanism(s):** Minister for Prisons/Probation/Parole; expand education, skills and work placements; more release on temporary licence where safe; incentives for progress. [^moj-reform-2025]
moj-stats-2025	- [impact-proven] [area: justice] [horizon: short] Thousands released weeks early under strict criteria, easing crowding pressures. [^moj-stats-2025]
moj-tribunals-2025	- [unknown] Appeals system throughput and tribunal capacity. [^moj-tribunals-2025]
ms-guidance-2025	**Distributional effects:** More certainty for applicants; clearer protection for trafficking victims while limiting abuse of the system. [^ms-guidance-2025]
nasuwt-brief-2025	- [unknown] Staff confidence and training capacity; workload implications. [^nasuwt-brief-2025]
nato-communique-2025	**Intent:** Move total national security investment (armed forces plus cyber, critical infrastructure and resilience) toward 5% of GDP by 2035, aligning with NATO’s broader posture. [^nato-communique-2025]
nato-returns-2025	**Timeline & milestones:** 2025 uplift; 2026/27 step‑ups via Budgets; annual NATO reporting. [^nato-returns-2025]
ncc-consumer-2025	- [unknown] Quality impacts if thresholds are set too high or rules over‑pruned. [^ncc-consumer-2025]
ncc-tech-2025	**Risks & constraints:** [risk: security][risk: delivery][risk: legal] Getting consent, security and liability right; avoiding vendor lock-in; making data standards interoperable across sectors. [^ncc-tech-2025]
ncsc-plan-2025	**Mechanism(s):** Upgraded cyber units; guidance and mandates for critical sectors; exercises and incident response funding; supply‑chain security. [^ncsc-plan-2025]
ngo-monitor-2025	- [unknown] Demand vs capacity, especially for Afghans and other high‑need groups. [^ngo-monitor-2025]
nihr-gd-2025	- [unknown] Long‑term clinical and mental‑health outcomes pending further trials and reviews. [^nihr-gd-2025]
nlw-2025	**Intent (plain language):** Raise the wage floor for lower‑paid workers, while cushioning the impact on small employers through tax and rate reliefs. [^nlw-2025]
npcc-guidance-2025	- [impact-likely] [area: policing] [horizon: medium] Clearer guidance improves consistency of protest policing across forces. [^npcc-guidance-2025]
npcc-ops-2025	**Intent (plain language):** Protect communities and property during disorder (including racist riots) while upholding lawful protest and preventing hate crimes. [^npcc-ops-2025]
npcc-productivity-2025	**Mechanism(s):** Recruitment campaigns; streamlined vetting; local workforce plans; investment in digital evidence platforms and AI‑assisted triage; performance dashboards. [^npcc-productivity-2025]
npcc-protest-2025	**Intent (plain language):** Safeguard free speech and public safety during sustained large‑scale demonstrations and direct actions, minimising disruption and harm. [^npcc-protest-2025]
nppf-2024	**Intent (plain language):** Remove de facto onshore wind ban; give significant weight to renewables in planning; enable repowering and rooftop. [^nppf-2024]
nppf-2024; ^repower-2025	**Mechanism(s):** NPPF changes; WMS; repowering guidance; permitted development expansions. [^nppf-2024; ^repower-2025]
nps-case-2025	- [impact-proven] [area: energy] [horizon: short] Multiple >50 MW solar NSIPs approved/advanced in 2025 (~1.3 GW). [^nps-case-2025]
nps-en1-2025	**Intent (plain language):** Accelerate utility-scale and rooftop solar via NPS updates and clarified farmland tests. [^nps-en1-2025]
nps-en1-2025; ^solar-guidance-2025	**Mechanism(s):** National Policy Statements; “significant weight” to renewables; clarified BMV land tests; expedited DCOs. [^nps-en1-2025; ^solar-guidance-2025]
npsa-2025	**Distributional effects:** Widens investment beyond forces to civil protection (cyber, energy security, emergency stockpiles). [^npsa-2025]
nss-2025	**Timeline & milestones:** 2025 baseline defined; 2027 interim review; 2030 check‑point; 2035 target. [^nss-2025]
nuclear-supply-2025	**Distributional effects:** High-skilled jobs; UK content targets. [^nuclear-supply-2025]
nwf-2025	**Intent (plain language):** Sovereign co-investment to leverage private capital into clean energy and enabling supply chains. [^nwf-2025]
nwf-taskforce-2025	**Distributional effects:** Regional jobs in manufacturing/construction; community energy participation. [^nwf-taskforce-2025]
obr-2025	- [unknown] Macro headwinds could reduce leverage multiples. [^obr-2025]
obr-costing-2024	- [impact-likely] [area: education] [horizon: medium] Policy expected to raise ≈£1.7bn per year to fund teachers, free school meals, and breakfast clubs. [^obr-costing-2024]
obr-costings-2025	**Costs & funding:** Net savings by 2029–30 versus previous policy due to health element changes; part‑recycled into employment support offers. [^obr-costings-2025]
ofs-risk-2025	**Costs & funding:** No large new grants; relies on fee income and international cohorts; risk of deficits at vulnerable institutions. [^ofs-risk-2025]
ofwat-pr24-commitments	- [impact-likely] [area: water] [horizon: medium] Targets to reduce spills and leakage, backed by financial incentives and penalties. [^ofwat-pr24-commitments]
ohid-youthvape-2024	**Mechanism(s):** Primary legislation; age‑of‑sale “smoke‑free generation” rule; product standards and retail enforcement; ban on disposables; stronger trading standards powers. [^ohid-youthvape-2024]
onr-gda-2025	**Mechanism(s):** Preferred bidder selection; JV project company; ONR GDA; planning/DCO route; factory siting. [^onr-gda-2025]
ons-crime-2025	- [impact-proven] [area: policing] [horizon: short] Recorded serious violence down slightly year‑on‑year; small improvements uneven across regions. [^ons-crime-2025]
ons-sector-2025	**Risks & constraints:** [risk: finance] Thin‑margin firms may still struggle where demand is weak or rents are high. [^ons-sector-2025]
onshore-taskforce-2025	- [impact-likely] [area: energy] [horizon: medium] 40+ taskforce actions to unblock onshore pipeline. [^onshore-taskforce-2025]
opss-2025	**Mechanism(s):** Primary legislation; future SIs on electrical/cyber safety; marketplace obligations. [^opss-2025]
opss-electrical-2026	- [impact-likely] [area: digital] [horizon: medium] Upcoming regulations on connected device safety and security updates should cut fire and hacking risks. [^opss-electrical-2026]
osa-ia-2025	**Costs & funding:** Compliance costs for platforms, enforcement costs for Ofcom; benefits depend on reduced exposure to harmful content and better reporting. [^osa-ia-2025]
owic-2025	**Distributional effects:** Coastal/port jobs; local content effects. [^owic-2025]
pasc-oversight-2025	- [unknown] Case processing speed and total reach vs eligible population. [^pasc-oversight-2025]
perseus-pilot-2025; ^smartdata-group-2025	**Mechanism(s):** Pilots (e.g., “Perseus” linking business smart meter data to banks for green loans), consultations, and then sector regulations that mandate secure data-sharing pipes between companies and certified third parties. A cross-sector Smart Data Group coordinates standards and timing. [^perseus-pilot-2025; ^smartdata-group-2025]
phea-modelling-2024	- [impact-hypothetical] [area: public-health] [horizon: long] Gradual fall in smoking rates as protected cohorts age. [^phea-modelling-2024]
pins-2025	- [unknown] Local opposition litigation rates; LA capacity to process. [^pins-2025]
planning-cases-2025	- [impact-proven] [area: energy] [horizon: short] First large English onshore applications submitted post-rule change. [^planning-cases-2025]
planning-consents-2025	**Risks & constraints:** [risk: delivery] Gridlocked planning for large tanks/tunnels; [risk: finance] contractor costs; [risk: legal] permits and consents. [^planning-consents-2025]
polling-note-2025	- [unknown] Whether reforms go far enough to change public perceptions. [^polling-note-2025]
ppn-reform-2025	**Mechanism(s):** Primary legislation; legal cap on payment terms (targeting 60 days then 45 days); mandatory interest on late invoices; new SBC powers to audit payment practices and fine repeat offenders; annual board‑level reporting of payment performance; stronger government prompt‑payment rules in public procurement. [^ppn-reform-2025] [^sbc-ops-2025]
prb-2024	**Mechanism(s):** Pay agreements with junior doctors and other staff groups; honouring independent pay review body awards; backdated uplifts. [^prb-2024]
prb-2025	**Timeline & milestones:** 2024–25 deals implemented; 2025–26 pay round under negotiation within new cost controls. [^prb-2025]
prm-2025	**Intent (plain language):** Modernise product-safety framework incl. software/online to support safe low-carbon tech roll-out. [^prm-2025]
psds-2025	**Mechanism(s):** Grant schemes; supplier obligations; local delivery partners; public sector decarbonisation. [^psds-2025]
public-health-water-2025	**Distributional effects:** Local communities near affected rivers get targeted cleanup projects; long-term health and recreation benefits. [^public-health-water-2025]
pvi-sector-2025	- [unknown] Provider capacity and staff recruitment in some localities. [^pvi-sector-2025]
rab-2025	**Mechanism(s):** Programme governance; financing models (RAB/public equity); planning streamlining; supply-chain strategy. [^rab-2025]
rates-relief-2025	**Mechanism(s):** NLW increased (toward two‑thirds of median pay); Employment Allowance raised (cuts employer National Insurance bills for small firms); temporary 75% business‑rates relief continued for retail, hospitality and leisure; limited support for very small employers on auto‑enrolment pension changes. [^employment-allowance-2025] [^rates-relief-2025]
refugee-route-brief-2025	**Distributional effects:** Reduces incentives for dangerous crossings for some; creates a controlled route for people with family in the UK. [^refugee-route-brief-2025]
registers-2025	**Mechanism(s):** Ministerial and MPs’ interests registers; party compliance; ACOBA advice; internal bans (e.g., on accepting clothing) and repayment/cessation of benefits. [^registers-2025]
renew-uk-2025	**Risks & constraints:** [risk: delivery][risk: finance] OEM capacity, consenting, grid connections. [^renew-uk-2025]
resettlement-stats-2025	- [impact-proven] [area: migration] [horizon: short] Thousands resettled each year under UN schemes and bespoke programmes. [^resettlement-stats-2025]
returns-plan-2024	**Intent (plain language):** Increase the number of people removed who have no right to stay, prioritising foreign national offenders and swiftly resolving failed claims. [^returns-plan-2024]
returns-roadmap-2025	**Timeline & milestones:** Quarterly removal targets; new readmission MoUs; returns pipeline tied to backlog decisions. [^returns-roadmap-2025]
returns-stats-2025	- [impact-proven] [area: migration] [horizon: short] Enforced removals and voluntary returns up from pandemic lows; foreign national offender removals up year‑on‑year. [^returns-stats-2025]
rf-childpoverty-2025	- [impact-proven] [area: welfare] [horizon: short] Around 1.6–1.7 million children are in families affected, raising measured child poverty particularly for larger families. [^rf-childpoverty-2025]
rf-retrofit-2025	**Distributional effects:** Larger benefit share to low-income/poorly insulated homes; regional retrofit jobs. [^rf-retrofit-2025]
rrb-bill-2025	**Intent (plain language):** End “no‑fault” evictions, raise standards, and give renters a simple route to resolve problems. [^rrb-bill-2025]
rrb-expl-memo-2025	**Mechanism(s):** Abolish Section 21; move to periodic tenancies; national landlord/ property portal and ombudsman; notice and rent rise rules. [^rrb-expl-memo-2025]
rshe-ia-2025	**Costs & funding:** Low direct cost; time for staff training and curriculum planning. [^rshe-ia-2025]
rshe-qa-2025	**Risks & constraints:** [risk: delivery] Staff training; [risk: legal] complaints handling; [risk: political] culture‑war framing. [^rshe-qa-2025]
rusi-brief-2025	- [unknown] Speed of recovery from equipment gaps (e.g., artillery, air defence). [^rusi-brief-2025]
rusi-ukr-2025	**Risks & constraints:** [risk: political] Allied cohesion; [risk: supply] munitions production lags; [risk: escalation] managing thresholds. [^rusi-ukr-2025]
sanctions-first-wave-2025	- [impact-proven] [area: migration] [horizon: short] Named smugglers designated; first assets and accounts frozen. [^sanctions-first-wave-2025]
sanctions-guidance-2025	**Risks & constraints:** [risk: legal] Evidence standards for sanctions; [risk: delivery] data‑sharing with partners; [risk: political] expectations vs measurable reductions. [^sanctions-guidance-2025]
sanctions-regime-2025	**Mechanism(s):** Administrative reorganisation (new command); sanctions regime that can freeze assets and ban travel for named facilitators; joint tasking with French counterparts on beaches and in the Channel. [^sanctions-regime-2025]
sanctions-timeline-2025	**Timeline & milestones:** Command stood up (2024 Q3); first sanctions designations (2025 Q1–Q2); joint operations scale‑up through 2025. [^sanctions-timeline-2025]
sbc-ops-2025	**Mechanism(s):** Primary legislation; legal cap on payment terms (targeting 60 days then 45 days); mandatory interest on late invoices; new SBC powers to audit payment practices and fine repeat offenders; annual board‑level reporting of payment performance; stronger government prompt‑payment rules in public procurement. [^ppn-reform-2025] [^sbc-ops-2025]
scie-integration-2025	- [impact-hypothetical] [area: social-care] [horizon: medium] Better joined‑up support reduces unmet care needs. [^scie-integration-2025]
sdr-2025	**Intent:** Reset UK posture to a “NATO‑first” model, prioritising high‑readiness forces, stockpiles, and modern capabilities (drones, air defence, long‑range fires, cyber, space). [^sdr-2025]
sdr-2025; ^nss-2025	**Mechanism(s):** Strategy statements; SDR and National Security Strategy; departmental settlements for defence (≈3.5%) and resilience (≈1.5%). [^sdr-2025; ^nss-2025]
sizewell-fid-2024	- [impact-likely] [area: energy] [horizon: long] Sizewell C FID; Hinkley C construction progress. [^sizewell-fid-2024]
skills-bill-2025	**Mechanism(s):** Primary legislation; new governance; funding re‑alignment with regional devolved authorities; employer partnerships. [^skills-bill-2025]
skills-england-2025	**Intent:** Create a national body (Skills England) to coordinate training with local economic needs and improve apprenticeship quality and take‑up. [^skills-england-2025]
skills-ia-2025	**Costs & funding:** Consolidation of budgets; transitional admin costs; potential employer co‑funding. [^skills-ia-2025]
skills-nuclear-2025	**Distributional effects:** Regional industry uplift; apprenticeships. [^skills-nuclear-2025]
sr-2024	**Costs & funding:** Mainly administrative changes and re‑profiling of existing grants. No large new central spending line is expected at passage. [^sr-2024]
startuploans-2025	**Mechanism(s):** Expansion of Start Up Loans (government‑backed, low‑interest loans for new businesses); larger guarantee capacity for the British Business Bank’s schemes that share risk with lenders; regional investment funds. [^startuploans-2025]
storm-overflow-plan-2030	**Intent (plain language):** Cut raw sewage spills into rivers and seas, with full monitoring, public transparency, and deadlines to halve spills by 2030. [^storm-overflow-plan-2030]
strb-2025	**Mechanism(s):** Pay awards; recruitment campaigns; bursaries and retention payments; subject‑shortage incentives. [^strb-2025]
student-visas-2025	[^student-visas-2025]: Placeholder: Student visa policy change — to be added.
thames-penalty-2025	- [impact-proven] [area: environment] [horizon: short] Record penalties issued for spills and unlawful dividend practices (e.g., £122.7m for Thames Water). [^thames-penalty-2025]
treasury-pay-2025	**Costs & funding:** Higher pay bill in‑year; partly offset by reduced strike disruption and improved productivity. [^treasury-pay-2025]
trustmark-2025	- [unknown] Installer capacity and consumer take-up. [^trustmark-2025]
ucu-brief-2025	- [impact-likely] [area: education] [horizon: medium] Tighter visas reduce some enrolments, especially taught masters; risk to cross‑subsidy of research. [^ucu-brief-2025]
uk-fr-deal-2025	**Intent (plain language):** Return a small number of people who arrive across the Channel to France, while Britain takes the same number from France by a safe legal route (family ties first). [^uk-fr-deal-2025]
uk-fr-police-2025	- [impact-likely] [area: migration] [horizon: medium] Closer cooperation improves arrests and boat seizures on both sides of the Channel. [^uk-fr-police-2025]
ukib-2025	**Mechanism(s):** UK Infrastructure Bank lending; government guarantees; revolving housing funds; partnership with local authorities and Homes England. [^ukib-2025]
ukib-deals-2025	- [impact-proven] [area: economy] [horizon: short] First commitments unlocked £Xbn private in energy/EV/supply chain projects. [^ukib-deals-2025]
unhcr-brief-2025	- [impact-likely] [area: migration] [horizon: medium] Family‑reunion route eases pressure on irregular crossings for those with ties. [^unhcr-brief-2025]
vat-legal-2025	**Mechanism(s):** Budget measures and secondary legislation: 20% VAT applied to most fees from Jan 2025; charitable business rates relief removed from April 2025. [^vat-legal-2025]
vat-policy-2025	**Intent:** Raise money for state education and reduce unfair tax advantages for private (independent) schools by charging Value Added Tax (VAT) on fees and removing business rates relief. [^vat-policy-2025]
victims-bill-2025	**Intent (plain language):** Put the Victims’ Code into law, improve support and voice for victims, and reduce court delays with modernised processes. [^victims-bill-2025]
victims-commissioner-2025	**Distributional effects:** Less crowding improves safety for staff and prisoners; victims may fear reduced punishment. [^victims-commissioner-2025]
warm-homes-2024	**Intent (plain language):** Reduce bills/emissions via grants for insulation and heat decarbonisation; expand public-estate rooftop solar. [^warm-homes-2024]
